,Company,Rating,Position,Experience,Salary,Location,Skills,Link
0,Winwire Technologies India Pvt. Ltd.,3.9,Data Science Module/Technical Lead,Winwire Technologies India Pvt. Ltd.,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",AzureRcommunicationPandaswrittenAWSMatplotlibNumPy,https://www.naukri.com/job-listings-data-science-module-technical-lead-winwire-technologies-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-6-to-8-years-150621500096?src=jobsearchDesk&sid=1625410521628656&xp=1&px=2
1,OceanOfWeb,Nan,Python Tech Lead - RDBMS / Data Science,OceanOfWeb,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",IT SkillsPythonData ScienceDevOpsJavascriptRDBMS Python Tech Leadweb applications ,https://www.naukri.com/job-listings-python-tech-lead-rdbms-data-science-oceanofweb-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-110621908103?src=jobsearchDesk&sid=1625410521628656&xp=2&px=2
2,Eclature Technologies,2.8,Data science engineer (Artificial intelligence) ,Eclature Technologies,Not disclosed,Hyderabad/Secunderabad,IT SkillsPythonMachine LearningBig DataAWSAzureComputer visionLogistic regression,https://www.naukri.com/job-listings-data-science-engineer-artificial-intelligence-eclature-technologies-hyderabad-secunderabad-4-to-5-years-260621500187?src=jobsearchDesk&sid=1625410521628656&xp=3&px=2
3,CarbyneTech India,2.7,Splunk Developer - SQL/ Data Science,CarbyneTech India,Not disclosed,Hyderabad/Secunderabad,Data ScienceJavascriptAgileSplunkSQL,https://www.naukri.com/job-listings-splunk-developer-sql-data-science-carbynetech-india-hyderabad-secunderabad-1-to-3-years-150621911404?src=jobsearchDesk&sid=1625410521628656&xp=4&px=2
4,CarbyneTech India,2.7,Splunk Developer - SQL/Data Science,CarbyneTech India,Not disclosed,Hyderabad/Secunderabad,Data ScienceJava javascriptJavascriptAgileAgile software development SplunkSQL,https://www.naukri.com/job-listings-splunk-developer-sql-data-science-carbynetech-india-hyderabad-secunderabad-1-to-3-years-020421906657?src=jobsearchDesk&sid=1625410521628656&xp=5&px=2
5,GEP,3.8,Senior Principal Data Engineer - Data Sciences,GEP,Not disclosed,Hyderabad/Secunderabad,BPOtroubleshootingProcurementRDBMSCodingSQL Tuningapplication monitoringSDLC,https://www.naukri.com/job-listings-senior-principal-data-engineer-data-sciences-gep-hyderabad-secunderabad-6-to-10-years-150621501635?src=jobsearchDesk&sid=1625410521628656&xp=6&px=2
6,TNS holdings,Nan,Senior Software Engineer - Data Science,TNS holdings,Not disclosed,Hyderabad/Secunderabad,Computer scienceCareer developmentScript writingMachine learningAgileMongoDBNatural language processingMedical insurance,https://www.naukri.com/job-listings-senior-software-engineer-data-science-tns-holdings-hyderabad-secunderabad-7-to-10-years-170220501246?src=jobsearchDesk&sid=1625410521628656&xp=7&px=2
7,Joveo,Nan,Product Manager - Data Science ,Joveo,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Health insurancedata scienceMachine learningproduct life cycleProduct HeadAnalyticsProduct strategyRecruitment,https://www.naukri.com/job-listings-product-manager-data-science-joveo-hyderabad-secunderabad-bangalore-bengaluru-10-to-15-years-070521500966?src=jobsearchDesk&sid=1625410521628656&xp=8&px=2
8,Core Compete Pvt. Ltd.,3.0,"Senior Manager, Data Science",Core Compete Pvt. Ltd.,Not disclosed,Hyderabad/Secunderabad,Machine LearningForecastingDeep LearningData ScienceAzureGCPArtificial IntelligenceNatural Language Processing,https://www.naukri.com/job-listings-senior-manager-data-science-core-compete-pvt-ltd-hyderabad-secunderabad-12-to-15-years-280521005254?src=jobsearchDesk&sid=1625410521628656&xp=9&px=2
9,Reliance Jio Infocomm Ltd.,4.0,Manager Data Science,Reliance Jio Infocomm Ltd.,Not disclosed,Hyderabad/Secunderabad,Report generationData managementMachine learningData structuresBusiness modelingMobile applicationsData warehousingPredictive analytics,https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-hyderabad-secunderabad-5-to-6-years-180621500627?src=jobsearchDesk&sid=1625410521628656&xp=10&px=2
10,Imbibe Consultancy Services Pvt Ltd ,Nan,Data science Engineer,Imbibe Consultancy Services Pvt Ltd ,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Data MiningWeb ServicesPythonRSLQIT SkillsScalaData Structures,https://www.naukri.com/job-listings-data-science-engineer-imbibe-consultancy-services-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-chennai-bangalore-bengaluru-4-to-8-years-300621002886?src=jobsearchDesk&sid=1625410521628656&xp=11&px=2
11,Silverlink Technilogies,Nan,Data Science Developer - Machine Learning,Silverlink Technilogies,Not disclosed,"Hyderabad/Secunderabad, Pune",ITSMData scienceMachine LearningPythonIT SkillsData ManagementTime seriesAlgorithm,https://www.naukri.com/job-listings-data-science-developer-machine-learning-silverlink-technilogies-hyderabad-secunderabad-pune-5-to-10-years-300321908929?src=jobsearchDesk&sid=1625410521628656&xp=12&px=2
12,AugmatrixGo,Nan,Marketing Analytics with Data Science Lead,AugmatrixGo,Not disclosed,"Hyderabad, Pune",Process automationMarketing analyticsWeb analyticsdata scienceAnalyticalDigital marketingAdobeTeradata,https://www.naukri.com/job-listings-marketing-analytics-with-data-science-lead-augmatrixgo-hyderabad-secunderabad-pune-5-to-10-years-261120500080?src=jobsearchDesk&sid=1625410521628656&xp=13&px=2
13,Optum Global Solutions (India) Private Limited,4.1,Data Science - BIgdata/ Cloud Lead,Optum Global Solutions (India) Private Limited,Not disclosed,Hyderabad/Secunderabad,KubernetesAzure cloudJavaAPI DevelopmentDockerData ScienceBusiness IntelligenceRequirement Gathering,https://www.naukri.com/job-listings-data-science-bigdata-cloud-lead-optum-global-solutions-india-private-limited-hyderabad-secunderabad-4-to-9-years-180621903823?src=jobsearchDesk&sid=1625410521628656&xp=14&px=2
14,Aptagrim Consulting LLP,2.1,Delivery Manager - Data Science,Aptagrim Consulting LLP,Not disclosed,Hyderabad,IT SkillsPythonData ScienceMachine LearningCloudComputer visionImage processingData modeling,https://www.naukri.com/job-listings-delivery-manager-data-science-aptagrim-consulting-llp-hyderabad-secunderabad-5-to-9-years-060820500129?src=jobsearchDesk&sid=1625410521628656&xp=15&px=2
15,CareerXperts Consulting,Nan,Data Science Manager,CareerXperts Consulting,Not disclosed,Hyderabad/Secunderabad,deep learningTeam managementdata scienceConsultingMachine learningProgrammingNatural language processingEconometrics,https://www.naukri.com/job-listings-data-science-manager-careerxperts-consulting-hyderabad-secunderabad-9-to-14-years-290820500393?src=jobsearchDesk&sid=1625410521628656&xp=16&px=2
16,Meritus Intelytics Private Limited,4.3,Manager - Data Science,Meritus Intelytics Private Limited,Not disclosed,Hyderabad/Secunderabad,Computer scienceadvanced analyticsdata scienceNeural networksAnalyticalMachine learningAlgorithm developmentResearch,https://www.naukri.com/job-listings-manager-data-science-meritus-intelytics-private-limited-hyderabad-secunderabad-3-to-5-years-080720500106?src=jobsearchDesk&sid=1625410521628656&xp=17&px=2
17,Diverse Lynx,2.9,Data Science - Python - SQL,Diverse Lynx,Not disclosed,Hyderabad/Secunderabad,IT SkillsPythonData ScienceMachine LearningBig DataComputer scienceNetwork securityData structures,https://www.naukri.com/job-listings-data-science-python-sql-diverse-lynx-hyderabad-secunderabad-2-to-6-years-060520500471?src=jobsearchDesk&sid=1625410521628656&xp=18&px=2
18,Inflexion Analytix Private Limited,Nan,Data Scientist / Data Analyst -Business Analyst,Inflexion Analytix Private Limited,"3,50,000 - 4,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT SkillsPythonData ScienceMachine LearningArtificial IntelligenceCloudBusiness IntelligencePower Bi,https://www.naukri.com/job-listings-data-scientist-data-analyst-business-analyst-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003625?src=jobsearchDesk&sid=1625410521628656&xp=19&px=2
19,Savantys Solutions,Nan,Data Science Manager - Machine Learning/Artificial Intelligence,Savantys Solutions,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Machine LearningPower BIJS stackTableauArtificial IntelligencePythonIT SkillsData Science,https://www.naukri.com/job-listings-data-science-manager-machine-learning-artificial-intelligence-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-8-to-13-years-170621906439?src=jobsearchDesk&sid=1625410521628656&xp=20&px=2
20,Uber,3.9,"Senior Software Engineer, Machine Learning",Uber,Not disclosed,Bangalore/Bengaluru,deep learningSoftware designPublishingMachine learningSCALAArchitectural designData miningSoftware implementation,https://www.naukri.com/job-listings-senior-software-engineer-machine-learning-uber-bangalore-bengaluru-2-to-5-years-240621500851?src=jobsearchDesk&sid=16254105485483619&xp=1&px=3
21,Nagarro Software Pvt. Ltd,4.0,Associate Director - Data Science,Nagarro Software Pvt. Ltd,Not disclosed,"Noida, Gurgaon/Gurugram, Delhi / NCR",Data ScienceArtificial IntelligencestakeholdersBig Data Analytics,https://www.naukri.com/job-listings-associate-director-data-science-nagarro-software-pvt-ltd-noida-gurgaon-gurugram-delhi-ncr-10-to-16-years-110521000079?src=jobsearchDesk&sid=16254105485483619&xp=2&px=3
22,Catalyst,3.7,Data Science/analysis Expert - Machine Learning,Catalyst,Not disclosed,Bangalore/Bengaluru,IT SkillsPythonData ScienceMachine LearningTableauanalyticsdeep learningalgorithms,https://www.naukri.com/job-listings-data-science-analysis-expert-machine-learning-catalyst-bangalore-bengaluru-2-to-6-years-160919001838?src=jobsearchDesk&sid=16254105485483619&xp=3&px=3
23,Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",IT SkillsPythonData ScienceCloudstatisticaldata manipulationScalaperdition,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621007280?src=jobsearchDesk&sid=16254105485483619&xp=4&px=3
24,Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",SparkRdata structureScaladata extractiondata analysispythonHive,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621007277?src=jobsearchDesk&sid=16254105485483619&xp=5&px=3
25,Accenture Solutions Pvt Ltd,4.0,Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,communicationData ScienceDeep LearningData VisualizationAlgorithmsAdvanced Machine LearningMachine LearningData Wrangling,https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-mumbai-6-to-8-years-150621910672?src=jobsearchDesk&sid=16254105485483619&xp=6&px=3
26,Accenture Solutions Pvt Ltd,4.0,Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,communicationData ScienceDeep LearningData VisualizationAlgorithmsAdvanced Machine LearningMachine LearningData Wrangling,https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-150621910718?src=jobsearchDesk&sid=16254105485483619&xp=7&px=3
27,Accenture Solutions Pvt Ltd,4.0,Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,Computer scienceAnalyticalConsultingMachine learningAgileData processingApplication developmentCalculus,https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-150621910105?src=jobsearchDesk&sid=16254105485483619&xp=8&px=3
28,Quantzig,Nan,Analytics Consultant - Senior Analytics Consultant – Data Science,Quantzig,Not disclosed,Bangalore/Bengaluru,Supply chaincustomer analyticsAnalyticalMarket intelligenceConsultingMachine learningForecastingAnalytics,https://www.naukri.com/job-listings-analytics-consultant-senior-analytics-consultant-data-science-quantzig-bangalore-bengaluru-2-to-4-years-220521500288?src=jobsearchDesk&sid=16254105485483619&xp=9&px=3
29,United Techno Info Systems P Limited,4.4,Data Science Specialist,United Techno Info Systems P Limited,Not disclosed,Chennai(Greams Road),PythonRcommunicationpresentationMS SQL ServerNumpyScikit - LearnTheano,https://www.naukri.com/job-listings-data-science-specialist-united-techno-info-systems-p-limited-chennai-1-to-2-years-240621004004?src=jobsearchDesk&sid=16254105485483619&xp=10&px=3
30,Accenture Solutions Pvt Ltd,4.0,Machine Learning Application Developer,Accenture Solutions Pvt Ltd,Not disclosed,Kolkata,Machine Learning3Data engineeringanalyticalPython ProgrammingCommunicationbackend programmingdata scienceIT Skills,https://www.naukri.com/job-listings-machine-learning-application-developer-accenture-solutions-pvt-ltd-kolkata-2-to-4-years-020721905197?src=jobsearchDesk&sid=16254105485483619&xp=11&px=3
31,Accenture Solutions Pvt Ltd,4.0,Data Science Application Developer,Accenture Solutions Pvt Ltd,Not disclosed,Hyderabad/Secunderabad,communicationCJavaRData SciencePythonanalyticalIT Skills,https://www.naukri.com/job-listings-data-science-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-010721906441?src=jobsearchDesk&sid=16254105485483619&xp=12&px=3
32,Catalyst,3.7,Data Scientist,Catalyst,Not disclosed,Bangalore/Bengaluru,SparkHadoopIT SkillsMachine LearningBig DataData ScienceNLPData Scientist,https://www.naukri.com/job-listings-data-scientist-catalyst-bangalore-bengaluru-2-to-7-years-281119905509?src=jobsearchDesk&sid=16254105485483619&xp=13&px=3
33,Innominds Software Pvt Ltd,3.7,Data Scientist,Innominds Software Pvt Ltd,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",TensorflowJavadata sciencescikitPythonpredictive modelingKerasvisualization,https://www.naukri.com/job-listings-data-scientist-innominds-software-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-7-years-260521501408?src=jobsearchDesk&sid=16254105485483619&xp=14&px=3
34,Silverlink Technilogies,Nan,Data Science Developer - Machine Learning,Silverlink Technilogies,Not disclosed,"Hyderabad/Secunderabad, Pune",ITSMData scienceMachine LearningPythonIT SkillsData ManagementTime seriesAlgorithm,https://www.naukri.com/job-listings-data-science-developer-machine-learning-silverlink-technilogies-hyderabad-secunderabad-pune-5-to-10-years-300321908929?src=jobsearchDesk&sid=16254105485483619&xp=15&px=3
35,Bion,Nan,Data Science Professional,Bion,Not disclosed,Bangalore/Bengaluru,PigScalaOraclePythondata modelingSparkJavastatistical modeling,https://www.naukri.com/job-listings-data-science-professional-bion-bangalore-bengaluru-3-to-5-years-160320901841?src=jobsearchDesk&sid=16254105485483619&xp=16&px=3
36,GLOBALTALEX PRIVATE LIMITED ,Nan,Associate Director - Data Science | Remote,GLOBALTALEX PRIVATE LIMITED ,Not disclosed,"Chennai, Bangalore/Bengaluru",PythonML algorithmsRMLdata scienceIT SkillsData AnalysisData Analytics,https://www.naukri.com/job-listings-associate-director-data-science-remote-globaltalex-private-limited-chennai-bangalore-bengaluru-10-to-15-years-240521000925?src=jobsearchDesk&sid=16254105485483619&xp=17&px=3
37,Reliance Jio Infocomm Ltd.,4.0,Lead Data Science,Reliance Jio Infocomm Ltd.,Not disclosed,Mumbai,Report generationData managementMachine learningData structuresBusiness modelingMobile applicationsData warehousingPredictive analytics,https://www.naukri.com/job-listings-lead-data-science-reliance-jio-infocomm-ltd-mumbai-14-to-15-years-170621501619?src=jobsearchDesk&sid=16254105485483619&xp=18&px=3
38,Core Compete Pvt. Ltd.,3.0,"Senior Manager, Data Science",Core Compete Pvt. Ltd.,Not disclosed,Hyderabad/Secunderabad,Machine LearningForecastingDeep LearningData ScienceAzureGCPArtificial IntelligenceNatural Language Processing,https://www.naukri.com/job-listings-senior-manager-data-science-core-compete-pvt-ltd-hyderabad-secunderabad-12-to-15-years-280521005254?src=jobsearchDesk&sid=16254105485483619&xp=19&px=3
39,Zycus Infotech Pvt Ltd,3.2,Director Data Science,Zycus Infotech Pvt Ltd,Not disclosed,Mumbai,IT SkillsJavaPythonSoftware DevelopmentMachine LearningArtificial IntelligenceCloudData Science,https://www.naukri.com/job-listings-director-data-science-zycus-infotech-pvt-ltd-mumbai-14-to-17-years-290621902774?src=jobsearchDesk&sid=16254105485483619&xp=20&px=3
40,Adecco India Private Limited  ,Nan,Data Scientist with Machine Learning Job,Adecco India Private Limited  ,"11,00,000 - 20,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Machine Learningbig dataR Analyticsstatistical analysisHadoopPythonIT SkillsData Science,https://www.naukri.com/job-listings-data-scientist-with-machine-learning-adecco-india-private-limited-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-280621005555?src=jobsearchDesk&sid=16254105780219442&xp=1&px=4
41,Nagarro Software Pvt. Ltd,4.0,Associate Staff Engineer ( Data Analytics),Nagarro Software Pvt. Ltd,Not disclosed,"Noida, Indore, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru",IT SkillsJavaPythonData ScienceRLogistic RegressionSASSPSS,https://www.naukri.com/job-listings-associate-staff-engineer-data-analytics-nagarro-software-pvt-ltd-noida-indore-hyderabad-secunderabad-pune-gurgaon-gurugram-jaipur-bangalore-bengaluru-4-to-7-years-240621600711?src=jobsearchDesk&sid=16254105780219442&xp=2&px=4
42,Invesco (India) Pvt Ltd,Nan,"Sr. Data Scientist I, SIP",Invesco (India) Pvt Ltd,Not disclosed,Hyderabad/Secunderabad,Data ScienceRExploratory Data AnalysisArtificial IntelligenceNatural Language ProcessingMachine LearningDeep LearningPython,https://www.naukri.com/job-listings-sr-data-scientist-i-sip-invesco-india-pvt-ltd-hyderabad-secunderabad-4-to-7-years-020621902402?src=jobsearchDesk&sid=16254105780219442&xp=3&px=4
43,NTT Data,3.8,Sr Data Scientist,NTT Data,Not disclosed,Hyderabad/Secunderabad,Computer sciencedata servicesdata scienceData managementConsultingMachine learningPerlMATLAB,https://www.naukri.com/job-listings-sr-data-scientist-ntt-global-delivery-services-limited-hyderabad-secunderabad-4-to-8-years-190621500438?src=jobsearchDesk&sid=16254105780219442&xp=4&px=4
44,Omega Whitespace Health,Nan,Senior Data Scientist - Hyderabad,Omega Whitespace Health,Not disclosed,Hyderabad/Secunderabad,Data ScienceRegression AnalysisRLogistic RegressionGithubWeb TechnologiesStatistical ModelingSQL Server,https://www.naukri.com/job-listings-senior-data-scientist-hyderabad-omega-whitespace-health-hyderabad-secunderabad-8-to-12-years-190421005935?src=jobsearchDesk&sid=16254105780219442&xp=5&px=4
45,Winfort Services Pvt ltd ,Nan,Data Scientist,Winfort Services Pvt ltd ,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",PythonSparkArtificial IntelligenceHiveData VisualizationMachine LearningSQLR,https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-290621605044?src=jobsearchDesk&sid=16254105780219442&xp=6&px=4
46,Core Compete Pvt. Ltd.,3.0,Technical Lead- Data Engineering,Core Compete Pvt. Ltd.,Not disclosed,"Hyderabad/Secunderabad, Pune",IT SkillsJavaPythonData ScienceCloudBig DataAWSArtificial Intelligence,https://www.naukri.com/job-listings-technical-lead-data-engineering-core-compete-pvt-ltd-hyderabad-secunderabad-pune-8-to-12-years-030721003622?src=jobsearchDesk&sid=16254105780219442&xp=7&px=4
47,Value Momentum Software Services Pvt. Ltd.,3.7,Data Engineer Immediate Joiner Location- Hyderabad/Pune,Value Momentum Software Services Pvt. Ltd.,Not disclosed,"Hyderabad/Secunderabad, Pune",Business IntelligenceCICDAzure DevOpsSparkData WarehousingData FactoryPower BIGCP,https://www.naukri.com/job-listings-data-engineer-immediate-joiner-location-hyderabad-pune-value-momentum-software-services-pvt-ltd-hyderabad-secunderabad-pune-3-to-8-years-020721004293?src=jobsearchDesk&sid=16254105780219442&xp=8&px=4
48,Uber India Systems Private Limited,3.9,Data Analyst II,Uber India Systems Private Limited,Not disclosed,Hyderabad/Secunderabad,Data ScienceRData AnalysisData VisualizationTableauData AnalyticsLookerStatistics,https://www.naukri.com/job-listings-data-analyst-ii-uber-india-systems-private-limited-hyderabad-secunderabad-1-to-6-years-110621908090?src=jobsearchDesk&sid=16254105780219442&xp=9&px=4
49,Kanary Staffing Private Limited ,Nan,Hiring Data Engineers For Leading IT Product company_HYD,Kanary Staffing Private Limited ,"17,00,000 - 32,00,000 PA.",Hyderabad/Secunderabad,MongoDBJavaJSCloud InfrastructureKafkaAirflowDockerSQL,https://www.naukri.com/job-listings-hiring-data-engineers-for-leading-it-product-company-hyd-kanary-staffing-private-limited-hyderabad-secunderabad-4-to-8-years-080621007055?src=jobsearchDesk&sid=16254105780219442&xp=10&px=4
50,Savantys Solutions,Nan,Data Engineer - Big Data/Hadoop,Savantys Solutions,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",SparkBig DataScalaImpalaPower BIData AnalysisNiFiJava,https://www.naukri.com/job-listings-data-engineer-big-data-hadoop-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-10-to-12-years-220621906980?src=jobsearchDesk&sid=16254105780219442&xp=11&px=4
51,Savantys Solutions,Nan,Data Engineer - Big Data/Hadoop,Savantys Solutions,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",SparkHBaseEMRJavaScalaKafkaBig dataNiFi,https://www.naukri.com/job-listings-data-engineer-big-data-hadoop-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-4-to-9-years-220621906979?src=jobsearchDesk&sid=16254105780219442&xp=12&px=4
52,Konnectrack Info Solutions,Nan,Senior Data Scientist - Pharma Domain,Konnectrack Info Solutions,Not disclosed,Hyderabad/Secunderabad,SASPropensity ModellingArtificial IntelligenceMachine LearningData ScienceRNLP Churn Modelling,https://www.naukri.com/job-listings-senior-data-scientist-pharma-domain-konnectrack-info-solutions-hyderabad-secunderabad-9-to-14-years-040621901173?src=jobsearchDesk&sid=16254105780219442&xp=13&px=4
53,S&P Global,4.1,"S&P Global - Lead Data Scientist, GGN / HYD 8+Years",S&P Global,"20,00,000 - 25,00,000 PA.","Hyderabad/Secunderabad, Gurgaon/Gurugram",Data ScientistLarge datasetPythonData ScienceRMachine Learning,https://www.naukri.com/job-listings-s-p-global-lead-data-scientist-ggn-hyd-8-years-s-p-global-hyderabad-secunderabad-gurgaon-gurugram-8-to-13-years-140621007132?src=jobsearchDesk&sid=16254105780219442&xp=14&px=4
54,BHANIX FINANCE AND INVESTMENT LIMITED ,3.1,Data Scientist,BHANIX FINANCE AND INVESTMENT LIMITED ,Not disclosed,Hyderabad/Secunderabad,Machine LearningPythonSQLData ScienceObject DetectionNLPArtificial IntelligenceImage Processing,https://www.naukri.com/job-listings-data-scientist-bhanix-finance-and-investment-limited-hyderabad-secunderabad-2-to-5-years-050521003697?src=jobsearchDesk&sid=16254105780219442&xp=15&px=4
55,CLEAN HARBORS INDIA LLP ,2.3,Principal Data Scientist,CLEAN HARBORS INDIA LLP ,Not disclosed,"Hyderabad/Secunderabad, Pune",IT SkillsPythonTestingData ScienceMachine LearningCloudTableauPower Bi,https://www.naukri.com/job-listings-principal-data-scientist-clean-harbors-india-llp-hyderabad-secunderabad-pune-10-to-12-years-260521903853?src=jobsearchDesk&sid=16254105780219442&xp=16&px=4
