,Company,Rating,Position,Experience,Salary,Location,Skills,Link
0,Global Analytics India Pvt. Ltd,3.7,Team Lead/ Sr. Scientist- Analytics & Data Science,Global Analytics India Pvt. Ltd,Not disclosed,"Chennai, Delhi / NCR",predictive modellingAnalyticalSQLRPythonIT SkillsRisk AnalyticsTeam Leading,https://www.naukri.com/job-listings-team-lead-sr-scientist-analytics-data-science-global-analytics-india-pvt-ltd-chennai-delhi-ncr-3-to-8-years-110920002909?src=jobsearchDesk&sid=16254837406211103&xp=1&px=2
1,Vikatan,4.6,Data Science / Machine Learning stream project intern,Vikatan,Not disclosed,Chennai,Computer sciencePrintingPower housePublishingdata scienceMachine learningManager Technologydigital transformation,https://www.naukri.com/job-listings-data-science-machine-learning-stream-project-intern-vikatan-chennai-0-to-1-years-270619501373?src=jobsearchDesk&sid=16254837406211103&xp=2&px=2
2,Shell India Markets Private Limited,4.1,Data Science Team Lead - Retail,Shell India Markets Private Limited,Not disclosed,Chennai,SpotfireMultivariate AnalysisRFactor AnalysisAlteryxTime SeriesTableauData Analytics,https://www.naukri.com/job-listings-data-science-team-lead-retail-shell-india-markets-private-limited-chennai-8-to-10-years-160621907675?src=jobsearchDesk&sid=16254837406211103&xp=3&px=2
3,firstlight.ai,Nan,Junior Data Science,firstlight.ai,Not disclosed,Chennai,Law enforcementArchitecturedata scienceRelationshipJavascriptDatabase administrationJSONStored procedures,https://www.naukri.com/job-listings-junior-data-science-firstlight-ai-chennai-0-to-3-years-190521501221?src=jobsearchDesk&sid=16254837406211103&xp=4&px=2
4,Myna Solutions,Nan,Data Science Engineer,Myna Solutions,Not disclosed,Chennai,Data SciencePredictive ModelingXgboostData VisualizationTableauMachine LearningDeep LearningPython,https://www.naukri.com/job-listings-data-science-engineer-myna-solutions-chennai-5-to-10-years-150621903339?src=jobsearchDesk&sid=16254837406211103&xp=5&px=2
5,AVE-Promagne,Nan,Associate Director - Data science,AVE-Promagne,Not disclosed,Chennai,verbal communicationwrittenRPythonIT SkillsData ScienceMachine LearningTeam Management,https://www.naukri.com/job-listings-associate-director-data-science-ave-promagne-chennai-10-to-20-years-040621905417?src=jobsearchDesk&sid=16254837406211103&xp=6&px=2
6,Sitel India Pvt Ltd,3.8,Data science -NLP,Sitel India Pvt Ltd,Not disclosed,Chennai,Data ScienceScipyNLPPyTorchPandasNatural Language ProcessingJavascriptKeras,https://www.naukri.com/job-listings-data-science-nlp-sitel-india-pvt-ltd-chennai-7-to-12-years-261120002611?src=jobsearchDesk&sid=16254837406211103&xp=7&px=2
7,Perfect Digital Media Resources Pvt Ltd,4.3,Data Analyst - Bio Science,Perfect Digital Media Resources Pvt Ltd,Not disclosed,Chennai,Data AnalystSubject Matter ExpertResearch,https://www.naukri.com/job-listings-data-analyst-bio-science-perfect-digital-media-resources-pvt-ltd-chennai-2-to-3-years-210521500396?src=jobsearchDesk&sid=16254837406211103&xp=8&px=2
8,OEConnection,3.5,Senior Data Science Engineer,OEConnection,Not disclosed,Chennai,advanced analyticsdata scienceSimulationHP data protectorAnalyticalMachine learningManager TechnologyPredictive modeling,https://www.naukri.com/job-listings-senior-data-science-engineer-oeconnection-chennai-3-to-6-years-300321501434?src=jobsearchDesk&sid=16254837406211103&xp=9&px=2
9,T2 Innovations,Nan,Senior Engineer - AI (Data Science Focus),T2 Innovations,Not disclosed,Chennai,Computer sciencePrototypedata scienceImage processingMachine learningAgileData structuresHTML,https://www.naukri.com/job-listings-senior-engineer-ai-data-science-focus-t2-innovations-chennai-4-to-6-years-020221500861?src=jobsearchDesk&sid=16254837406211103&xp=10&px=2
10,Oportun ,Nan,Senior Director -  Data Science and Analytics,Oportun ,Not disclosed,Chennai,Artificial IntelligenceMachine LearningPythonPredictive ModelingTensorflowNatural Language ProcessingText MiningDeep Learning,https://www.naukri.com/job-listings-senior-director-data-science-and-analytics-oportun-chennai-15-to-20-years-190621001102?src=jobsearchDesk&sid=16254837406211103&xp=11&px=2
11,Oportun ,Nan,Senior Manager -  Data Science,Oportun ,Not disclosed,Chennai,PandasMachine LearningPythonData SciencePredictive ModelingLogistic RegressionArtificial IntelligenceNatural Language Processing,https://www.naukri.com/job-listings-senior-manager-data-science-oportun-chennai-12-to-15-years-140621004707?src=jobsearchDesk&sid=16254837406211103&xp=12&px=2
12,Imbibe Consultancy Services Pvt Ltd ,Nan,Data science Engineer,Imbibe Consultancy Services Pvt Ltd ,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Data MiningWeb ServicesPythonRSLQIT SkillsScalaData Structures,https://www.naukri.com/job-listings-data-science-engineer-imbibe-consultancy-services-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-chennai-bangalore-bengaluru-4-to-8-years-300621002886?src=jobsearchDesk&sid=16254837406211103&xp=13&px=2
13,Indix,Nan,Software Engineer - Data Science,Indix,Not disclosed,Chennai,Computer scienceData modelingAnalyticalMachine learningProgrammingInformation retrievaldata visualizationData mining,https://www.naukri.com/job-listings-software-engineer-data-science-indix-chennai-2-to-5-years-150120500216?src=jobsearchDesk&sid=16254837406211103&xp=14&px=2
14,Crayon-Data,3.5,Head Of Data Science,Crayon-Data,Not disclosed,Chennai,Product managementdeep learningNoSQLdata scienceAviationMachine learningMayabig data,https://www.naukri.com/job-listings-head-of-data-science-crayon-data-chennai-7-to-11-years-250219503018?src=jobsearchDesk&sid=16254837406211103&xp=15&px=2
15,Synergistic Compusoft Private Limited,Nan,Machine Learning/DATA Science Trainer – FULL TIME/PART TIME - WFH,Synergistic Compusoft Private Limited,Not disclosed,"Pune, Gurgaon/Gurugram, Chennai",Data ScienceTrainerMachine LearningcommunicationscienceJavaTableauNET,https://www.naukri.com/job-listings-machine-learning-data-science-trainer-full-time-part-time-wfh-synergistic-compusoft-private-limited-pune-gurgaon-gurugram-chennai-7-to-10-years-090621002431?src=jobsearchDesk&sid=16254837406211103&xp=16&px=2
16,Career Soft Solutions,3.8,Python / Data Science Architect,Career Soft Solutions,Not disclosed,Chennai,CodingSystem integrationMachine learningAgileApplication developmentData miningMATLABSQL,https://www.naukri.com/job-listings-python-data-science-architect-career-soft-solutions-chennai-10-to-15-years-240321501054?src=jobsearchDesk&sid=16254837406211103&xp=17&px=2
17,Buckman,Nan,Data Science Lead,Buckman,Not disclosed,Chennai,Computer scienceProduct qualityWater treatmentAnalyticalMachine learningData miningMATLABAnalytics,https://www.naukri.com/job-listings-data-science-lead-buckman-chennai-8-to-13-years-220820500069?src=jobsearchDesk&sid=16254837406211103&xp=18&px=2
18,Oportun Inc,Nan,"Manager , Data Science",Oportun Inc,Not disclosed,Chennai,Computer scienceLoansLogistic regressionProject planningRisk managementStakeholder managementFinancial servicesMonitoring,https://www.naukri.com/job-listings-manager-data-science-oportun-inc-chennai-7-to-10-years-210521501239?src=jobsearchDesk&sid=16254837406211103&xp=19&px=2
19,ARMSOFTECH PRIVATE LIMITED ,3.3,Immediate Hiring - Data Science Expertise (Speech Researcher),ARMSOFTECH PRIVATE LIMITED ,Not disclosed,Chennai,ASRTTSpeech RecognitionSpeech to speechRedhat LinuxC++cSpeech Analytics,https://www.naukri.com/job-listings-immediate-hiring-data-science-expertise-speech-researcher-armsoftech-private-limited-chennai-2-to-7-years-090621002491?src=jobsearchDesk&sid=16254837406211103&xp=20&px=2
20,Inflexion Analytix Private Limited,Nan,Data Scientist / Data Analyst -Business Analyst,Inflexion Analytix Private Limited,"3,50,000 - 4,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT SkillsPythonData ScienceMachine LearningArtificial IntelligenceCloudBusiness IntelligencePower Bi,https://www.naukri.com/job-listings-data-scientist-data-analyst-business-analyst-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003625?src=jobsearchDesk&sid=16254837572667374&xp=1&px=3
21,Hucon Solutions,Nan,Data Science-Lead - Need Immediate Joiners,Hucon Solutions,Not disclosed,Chennai,R AnalyticsPythonmachine learningHadoopstatistical analysisbig dataIT SkillsData Science,https://www.naukri.com/job-listings-data-science-lead-need-immediate-joiners-hucon-solutions-chennai-10-to-15-years-250521907751?src=jobsearchDesk&sid=16254837572667374&xp=2&px=3
22,CHANGE LEADERS CONSULTING,Nan,Scrum Master( With AWS devops and Data Science ),CHANGE LEADERS CONSULTING,Not disclosed,Chennai,IT SkillsPythonData ScienceDevOpsProject ManagementAWSBPOscrum master,https://www.naukri.com/job-listings-scrum-master-with-aws-devops-and-data-science-change-leaders-consulting-chennai-7-to-12-years-190421600389?src=jobsearchDesk&sid=16254837572667374&xp=3&px=3
23,PFIZER LIMITED,4.2,"Associate Director, Asset Lead, Clinical Data Sciences, DMM",PFIZER LIMITED,Not disclosed,Chennai,Due diligenceData managementEDCClinical trialsData collectionClinical researchData qualityLicensing,https://www.naukri.com/job-listings-associate-director-asset-lead-clinical-data-sciences-dmm-pfizer-limited-chennai-11-to-16-years-150521500582?src=jobsearchDesk&sid=16254837572667374&xp=4&px=3
24,QuickXpert Infotech,Nan,Data Science Trainee,QuickXpert Infotech,Not disclosed,"Kolkata, Thane, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)",pythonIT SkillsData ScienceoracleOracle Developeraipython developerpython programmer,https://www.naukri.com/job-listings-data-science-trainee-quickxpert-infotech-kolkata-thane-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-230920005213?src=jobsearchDesk&sid=16254837572667374&xp=5&px=3
25,Crayon-Data,3.5,Head Of Data Science,Crayon-Data,Not disclosed,Chennai,Product managementdeep learningNoSQLdata scienceAviationMachine learningMayabig data,https://www.naukri.com/job-listings-head-of-data-science-crayon-data-chennai-7-to-11-years-250219503018?src=jobsearchDesk&sid=16254837572667374&xp=6&px=3
26,ExecBoardinAsia,Nan,Senior Data Manager - Clinical Data Sciences,ExecBoardinAsia,Not disclosed,Chennai,Operational excellenceData managementEDCDatabase designClinical trialsData collectionManager Quality ControlContinuous improvement,https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-execboardinasia-chennai-5-to-10-years-140621500084?src=jobsearchDesk&sid=16254837572667374&xp=7&px=3
27,ExecBoardinAsia,Nan,"Senior Data Manager, Clinical Data Sciences",ExecBoardinAsia,Not disclosed,Chennai,BiometricsOperational excellenceData managementEDCDatabase designClinical trialsManager Quality ControlContinuous improvement,https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-execboardinasia-chennai-11-to-15-years-030621500797?src=jobsearchDesk&sid=16254837572667374&xp=8&px=3
28,GLOBALTALEX PRIVATE LIMITED ,Nan,Associate Director - Data Science | Remote,GLOBALTALEX PRIVATE LIMITED ,Not disclosed,"Chennai, Bangalore/Bengaluru",PythonML algorithmsRMLdata scienceIT SkillsData AnalysisData Analytics,https://www.naukri.com/job-listings-associate-director-data-science-remote-globaltalex-private-limited-chennai-bangalore-bengaluru-10-to-15-years-240521000925?src=jobsearchDesk&sid=16254837572667374&xp=9&px=3
29,Professional Consultants ,Nan,Data Analyst/Data Engineer/Data Scientist/ML Expert,Professional Consultants ,"15,00,000 - 30,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru",Big Data AnalyticsPower BiBusiness AnalyticsData MiningTableauMachine LearningSQLData Science,https://www.naukri.com/job-listings-data-analyst-data-engineer-data-scientist-ml-expert-professional-consultants-pune-chennai-bangalore-bengaluru-3-to-8-years-280621012121?src=jobsearchDesk&sid=16254837572667374&xp=10&px=3
30,Nielsen,3.8,Senior Data Scientist,Nielsen,Not disclosed,"Chennai, Bangalore/Bengaluru, Vadodara",Data ScienceRNLPNeural NetworksStatistical ModelingText MiningMachine LearningDeep Learning,https://www.naukri.com/job-listings-senior-data-scientist-nielsen-india-private-limited-chennai-bangalore-bengaluru-vadodara-baroda-3-to-5-years-290621001647?src=jobsearchDesk&sid=16254837572667374&xp=11&px=3
31,EY Global Delivery Service,3.7,Looking For Senior Data Modeller,EY Global Delivery Service,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT SkillsData ScienceMachine LearningCloudBig DataBusiness IntelligenceData ManagementData Analysis,https://www.naukri.com/job-listings-looking-for-senior-data-modeller-ey-global-delivery-service-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-9-years-040721000349?src=jobsearchDesk&sid=16254837572667374&xp=12&px=3
32,Advent HR Solutions ,Nan,NLP Data Science Engineer / OpenSource Framework / Intl BPO,Advent HR Solutions ,"4,00,000 - 8,50,000 PA.",Chennai,NLTKtensorflowNLPdata sciencepytorchText Blob  Stanford CoreNLPSpacy,https://www.naukri.com/job-listings-nlp-data-science-engineer-opensource-framework-intl-bpo-advent-hr-solutions-chennai-3-to-7-years-080621007278?src=jobsearchDesk&sid=16254837572667374&xp=13&px=3
33,Shell India Markets Private Limited,4.1,Data Scientist - Retail,Shell India Markets Private Limited,Not disclosed,Chennai,Data ScienceMultivariate AnalysisRExploratory Data AnalysisFactor AnalysisTime SeriesDecision TreesSentiment Analysis,https://www.naukri.com/job-listings-data-scientist-retail-shell-india-markets-private-limited-chennai-5-to-7-years-230621907317?src=jobsearchDesk&sid=16254837572667374&xp=14&px=3
34,Shell India Markets Private Limited,4.1,Data Scientist - Space Planner,Shell India Markets Private Limited,Not disclosed,Chennai,Data ScienceCategory ManagementCommunication SkillsService LevelInterpersonal CommunicationBusiness InsightsMerchandisingSoftware Design,https://www.naukri.com/job-listings-data-scientist-space-planner-shell-india-markets-private-limited-chennai-7-to-9-years-030721904630?src=jobsearchDesk&sid=16254837572667374&xp=15&px=3
35,Shell India Markets Private Limited,4.1,Associate Data Scientist,Shell India Markets Private Limited,Not disclosed,Chennai,Data ScienceSpotfireMultivariate AnalysisRPower BIAlteryxdata processingMachine learning,https://www.naukri.com/job-listings-associate-data-scientist-shell-india-markets-private-limited-chennai-3-to-5-years-030721900560?src=jobsearchDesk&sid=16254837572667374&xp=16&px=3
36,zBliss Technologies,Nan,Data Scientist Intern,zBliss Technologies,Not disclosed,"Chennai, Bengaluru",Data analysisData managementdata scienceInternCodingProject managementMachine learningHealthcare,https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-2-years-270620500219?src=jobsearchDesk&sid=16254837572667374&xp=17&px=3
37,zMed Healthcare Technologies,Nan,Data Scientist Intern,zMed Healthcare Technologies,Not disclosed,"Chennai, Bangalore/Bengaluru",Data analysisData managementdata scienceInternCodingProject managementMachine learningHealthcare,https://www.naukri.com/job-listings-data-scientist-intern-zmed-healthcare-technologies-chennai-bangalore-bengaluru-0-to-2-years-230321500668?src=jobsearchDesk&sid=16254837572667374&xp=18&px=3
38,zBliss Technologies,Nan,Data Scientist Intern,zBliss Technologies,Not disclosed,"Chennai, Bengaluru",IT SkillsPythonData ScienceProject ManagementBPOproject managementData analysisData management,https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-1-years-200221500564?src=jobsearchDesk&sid=16254837572667374&xp=19&px=3
39,Naukri Premium - Employer Services,Nan,Data Scientist - Manufacturing Domain (SCM aspect) Location Open,Naukri Premium - Employer Services,"15,00,000 - 25,00,000 PA.","Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data ScienceManufacturing domainData QualityExploratory Data AnalysisHadoopSparkMachine LearningStatistical Analysis,https://www.naukri.com/job-listings-data-scientist-manufacturing-domain-scm-aspect-location-open-naukri-employer-services-kolkata-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-7-to-12-years-110621005635?src=jobsearchDesk&sid=16254837572667374&xp=20&px=3
40,Winfort Services Pvt ltd ,Nan,Data Scientist,Winfort Services Pvt ltd ,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data AnalysisHadoopbig dataR Analyticsmachine learningstatistical analysisPythonData Science,https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-15-years-290621605094?src=jobsearchDesk&sid=16254837702778263&xp=1&px=4
41,NOTUS SERVICES PRIVATE LIMITED  ,Nan,Data Science Fresher ADQ Hyderabad,NOTUS SERVICES PRIVATE LIMITED  ,"1,00,000 - 1,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",PowerBIMatplotlibkerasTableautensorflowNLPMySQLNumpy,https://www.naukri.com/job-listings-data-science-fresher-adq-hyderabad-notus-services-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-0-years-040621003035?src=jobsearchDesk&sid=16254837702778263&xp=2&px=4
42,Replicon Software,3.8,Data Scientist,Replicon Software,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Power Bipredictive modellingRAmazon Lexstatistical analysisAmazon SagemakerTableauGoogle DialogFlow,https://www.naukri.com/job-listings-data-scientist-replicon-software-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-260621603052?src=jobsearchDesk&sid=16254837702778263&xp=3&px=4
43,PES HR Services a div of AMAL INFOSYSTEMS Pvt Ltd ,Nan,Permanent Job | NLP Data Science Engineer | MNC | Chennai,PES HR Services a div of AMAL INFOSYSTEMS Pvt Ltd ,Not disclosed,Chennai,Text BlobSpacyopensource frameworksGRULSTMRNNNLTKStanford CoreNLP,https://www.naukri.com/job-listings-permanent-nlp-data-science-engineer-mnc-chennai-pes-hr-services-a-div-of-amal-infosystems-pvt-ltd-chennai-3-to-7-years-090621002903?src=jobsearchDesk&sid=16254837702778263&xp=4&px=4
44,Inflexion Analytix Private Limited,Nan,Data Engineer - Big Data Engineer,Inflexion Analytix Private Limited,"3,25,000 - 4,25,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Data EngineeringPower BiArtificial IntelligenceData ManagementBig DataStatisticsSQLData Science,https://www.naukri.com/job-listings-data-engineer-big-data-engineer-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003704?src=jobsearchDesk&sid=16254837702778263&xp=5&px=4
45,Lorven Technologies Private Limited ,Nan,Data Science & Analytics with Python Skills - Chennai,Lorven Technologies Private Limited ,Not disclosed,Chennai,SQL QueriesSQLStored procedureMACROSSASGraphsSAS ODSBase SAS,https://www.naukri.com/job-listings-data-science-analytics-with-python-skills-chennai-lorven-technologies-private-limited-chennai-3-to-8-years-130521003922?src=jobsearchDesk&sid=16254837702778263&xp=6&px=4
46,FarmwiseAI ,Nan,Data Scientist,FarmwiseAI ,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",GCPScikit-LearnPythonData SciencePredictive ModelingArtificial IntelligenceComputer ScienceEconometrics,https://www.naukri.com/job-listings-data-scientist-farmwiseai-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-8-years-270521006351?src=jobsearchDesk&sid=16254837702778263&xp=7&px=4
47,AVE-Promagne ,Nan,Data Analyst (Predictive Analytics),AVE-Promagne ,Not disclosed,"Chennai, Remote",Rmachine learningpythonMicrosoft ExcelanalyticalwrittenSQLPowerPoint,https://www.naukri.com/job-listings-data-analyst-predictive-analytics-ave-promagne-chennai-remote-8-to-10-years-080621905613?src=jobsearchDesk&sid=16254837702778263&xp=8&px=4
48,Infocepts Technologies Pvt. Ltd.,4.0,Senior Data Scientist,Infocepts Technologies Pvt. Ltd.,Not disclosed,"Nagpur, Pune, Chennai",RAI/MLPythonIT SkillsData ScienceMachine LearningCloudAWS,https://www.naukri.com/job-listings-senior-data-scientist-infocepts-technologies-pvt-ltd-nagpur-pune-chennai-9-to-12-years-010721005565?src=jobsearchDesk&sid=16254837702778263&xp=9&px=4
49,"dotSolved India Pvt., Ltd.",Nan,Data  Engineer ETL Developer,"dotSolved India Pvt., Ltd.","9,50,000 - 18,00,000 PA.","Chennai, Bangalore/Bengaluru",IT SkillsPythonData ScienceCloudAlgorithmsGoogle AnalyticsQlik SenseData Pipeline,https://www.naukri.com/job-listings-data-engineer-etl-developer-dotsolved-india-pvt-ltd-chennai-bangalore-bengaluru-7-to-12-years-280621013496?src=jobsearchDesk&sid=16254837702778263&xp=10&px=4
50,Virtusa Consulting Services Pvt Ltd,3.4,Big Data Spark AWS  - Senior Software Engineer- 5- 9 Years - Pan India,Virtusa Consulting Services Pvt Ltd,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",CDCIBig DataSQL QueriesTableauImpalaDevopsAWS Eco system,https://www.naukri.com/job-listings-big-data-spark-aws-senior-software-engineer-5-9-years-pan-india-virtusa-consulting-services-pvt-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-180521006889?src=jobsearchDesk&sid=16254837702778263&xp=11&px=4
51,Adecco India Private Limited  ,Nan,Data Scientist with Machine Learning Job,Adecco India Private Limited  ,"11,00,000 - 20,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Machine Learningbig dataR Analyticsstatistical analysisHadoopPythonIT SkillsData Science,https://www.naukri.com/job-listings-data-scientist-with-machine-learning-adecco-india-private-limited-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-280621005555?src=jobsearchDesk&sid=16254837702778263&xp=12&px=4
52,Mindtree Limited,4.0,Data BA,Mindtree Limited,Not disclosed,Chennai,Power BiBig DataAzure dataAzure Data LakeIT SkillsData ScienceAzureSTR,https://www.naukri.com/job-listings-data-ba-mindtree-limited-chennai-2-to-6-years-020721501460?src=jobsearchDesk&sid=16254837702778263&xp=13&px=4
53,HireHappi,Nan,Data Scientist,HireHappi,"8,00,000 - 18,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru",Data ScienceMachine LearningPythonRLogistic RegressionData WranglingData AnalysisBig Data,https://www.naukri.com/job-listings-data-scientist-hirehappi-pune-chennai-bangalore-bengaluru-4-to-9-years-110521000218?src=jobsearchDesk&sid=16254837702778263&xp=14&px=4
54,HireHappi,Nan,Lead Data Scientist,HireHappi,"20,00,000 - 32,50,000 PA.","Pune, Chennai, Bangalore/Bengaluru",Data ScienceMachine LearningPythonRLogistic RegressionData WranglingData AnalysisBig Data,https://www.naukri.com/job-listings-lead-data-scientist-hirehappi-pune-chennai-bangalore-bengaluru-9-to-14-years-110521000216?src=jobsearchDesk&sid=16254837702778263&xp=15&px=4
55,Kinaxis India Private Limited,Nan,Machine Learning Developer - Data Scientist,Kinaxis India Private Limited,"25,00,000 - 35,00,000 PA.",Chennai(Perungudi),Data ScienceMachine LearningPythonIT SkillsCloudBig DataPysparkAlgorithms,https://www.naukri.com/job-listings-machine-learning-developer-data-scientist-kinaxis-india-private-limited-chennai-5-to-10-years-270521002038?src=jobsearchDesk&sid=16254837702778263&xp=16&px=4
56,Winfort Services Pvt ltd ,Nan,Data Scientist,Winfort Services Pvt ltd ,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",PythonSparkArtificial IntelligenceHiveData VisualizationMachine LearningSQLR,https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-290621605044?src=jobsearchDesk&sid=16254837702778263&xp=17&px=4
57,Crayon Data,3.5,Data Scientist,Crayon Data,Not disclosed,Chennai,SANData analysisdata scienceSOCMayaSMSOpen sourceSQL,https://www.naukri.com/job-listings-data-scientist-crayon-data-chennai-1-to-6-years-190421500067?src=jobsearchDesk&sid=16254837702778263&xp=18&px=4
58,Cholamandalam Investment & Finance,4.2,Analytics Lead - Data Scientist,Cholamandalam Investment & Finance,"12,00,000 - 22,00,000 PA.","Chennai, Bangalore/Bengaluru",Predictive ModelingData ScienceCross SellingData ProcessingData AnalyticsETLAnalyticsPython,https://www.naukri.com/job-listings-analytics-lead-data-scientist-cholamandalam-investment-finance-chennai-bangalore-bengaluru-7-to-12-years-280521000815?src=jobsearchDesk&sid=16254837702778263&xp=19&px=4
59,Aspire Systems India (P) Ltd,3.9,Data Scientist - Interview Invitation from Aspire Systems,Aspire Systems India (P) Ltd,"10,00,000 - 20,00,000 PA.","Chennai, Bangalore/Bengaluru",Big DataMLCNNAWSAzureAI modellingRNNRESNET,https://www.naukri.com/job-listings-data-scientist-interview-invitation-from-aspire-systems-aspire-systems-india-p-ltd-chennai-bangalore-bengaluru-10-to-12-years-150621012208?src=jobsearchDesk&sid=16254837702778263&xp=20&px=4
